Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Continent
116,Armenia,4.5590000000000002,0.84999999999999998,1.0549999999999999,0.81499999999999995,0.28299999999999997,0.095000000000000001,0.064000000000000001,Asia
117,Iran,4.548,1.1000000000000001,0.84199999999999997,0.78500000000000003,0.30499999999999999,0.27000000000000002,0.125,Asia
118,Guinea,4.5339999999999998,0.38,0.82899999999999996,0.375,0.33200000000000002,0.20699999999999999,0.085999999999999993,Africa
119,Georgia,4.5190000000000001,0.88600000000000001,0.66600000000000004,0.752,0.34599999999999997,0.042999999999999997,0.16400000000000001,Asia
120,Gambia,4.516,0.308,0.93899999999999995,0.42799999999999999,0.38200000000000001,0.26900000000000002,0.16700000000000001,Africa
121,Kenya,4.5090000000000003,0.51200000000000001,0.98299999999999998,0.58099999999999996,0.43099999999999999,0.372,0.052999999999999999,Africa
122,Mauritania,4.4900000000000002,0.56999999999999995,1.167,0.48899999999999999,0.066000000000000003,0.106,0.087999999999999995,Africa
123,Mozambique,4.4660000000000002,0.20399999999999999,0.98599999999999999,0.39000000000000001,0.49399999999999999,0.19700000000000001,0.13800000000000001,Africa
124,Tunisia,4.4610000000000003,0.92100000000000004,1,0.81499999999999995,0.16700000000000001,0.058999999999999997,0.055,Africa
125,Bangladesh,4.4560000000000004,0.56200000000000006,0.92800000000000005,0.72299999999999998,0.52700000000000002,0.16600000000000001,0.14299999999999999,Asia
126,Iraq,4.4370000000000003,1.0429999999999999,0.97999999999999998,0.57399999999999995,0.24099999999999999,0.14799999999999999,0.088999999999999996,Asia
127,Congo (Kinshasa),4.4180000000000001,0.094,1.125,0.35699999999999998,0.26900000000000002,0.21199999999999999,0.052999999999999999,Africa
128,Mali,4.3899999999999997,0.38500000000000001,1.105,0.308,0.32700000000000001,0.153,0.051999999999999998,Africa
129,Sierra Leone,4.3739999999999997,0.26800000000000002,0.84099999999999997,0.24199999999999999,0.309,0.252,0.044999999999999998,Africa
130,Sri Lanka,4.3659999999999997,0.94899999999999995,1.2649999999999999,0.83099999999999996,0.46999999999999997,0.24399999999999999,0.047,Asia
131,Myanmar,4.3600000000000003,0.70999999999999996,1.181,0.55500000000000005,0.52500000000000002,0.56599999999999995,0.17199999999999999,Asia
132,Chad,4.3499999999999996,0.34999999999999998,0.76600000000000001,0.192,0.17399999999999999,0.19800000000000001,0.078,Africa
133,Ukraine,4.3319999999999999,0.81999999999999995,1.3899999999999999,0.73899999999999999,0.17799999999999999,0.187,0.01,Eu
134,Ethiopia,4.2859999999999996,0.33600000000000002,1.0329999999999999,0.53200000000000003,0.34399999999999997,0.20899999999999999,0.10000000000000001,Africa
135,Swaziland,4.2119999999999997,0.81100000000000005,1.149,0,0.313,0.073999999999999996,0.13500000000000001,Africa
136,Uganda,4.1890000000000001,0.33200000000000002,1.069,0.443,0.35599999999999998,0.252,0.059999999999999998,Africa
137,Egypt,4.1660000000000004,0.91300000000000003,1.0389999999999999,0.64400000000000002,0.24099999999999999,0.075999999999999998,0.067000000000000004,Africa
138,Zambia,4.1070000000000002,0.57799999999999996,1.0580000000000001,0.42599999999999999,0.43099999999999999,0.247,0.086999999999999994,Africa
139,Togo,4.085,0.27500000000000002,0.57199999999999995,0.40999999999999998,0.29299999999999998,0.17699999999999999,0.085000000000000006,Africa
140,India,4.0149999999999997,0.755,0.76500000000000001,0.58799999999999997,0.498,0.20000000000000001,0.085000000000000006,Asia
141,Liberia,3.9750000000000001,0.072999999999999995,0.92200000000000004,0.443,0.37,0.23300000000000001,0.033000000000000002,Africa
142,Comoros,3.9729999999999999,0.27400000000000002,0.75700000000000001,0.505,0.14199999999999999,0.27500000000000002,0.078,Africa
143,Madagascar,3.9329999999999998,0.27400000000000002,0.91600000000000004,0.55500000000000005,0.14799999999999999,0.16900000000000001,0.041000000000000002,Africa
144,Lesotho,3.802,0.48899999999999999,1.169,0.16800000000000001,0.35899999999999999,0.107,0.092999999999999999,Africa
145,Burundi,3.7749999999999999,0.045999999999999999,0.44700000000000001,0.38,0.22,0.17599999999999999,0.17999999999999999,Africa
146,Zimbabwe,3.6629999999999998,0.36599999999999999,1.1140000000000001,0.433,0.36099999999999999,0.151,0.088999999999999996,Africa
147,Haiti,3.597,0.32300000000000001,0.68799999999999994,0.44900000000000001,0.025999999999999999,0.41899999999999998,0.11,Na
148,Botswana,3.488,1.0409999999999999,1.145,0.53800000000000003,0.45500000000000002,0.025000000000000001,0.10000000000000001,Africa
149,Syria,3.4620000000000002,0.61899999999999999,0.378,0.44,0.012999999999999999,0.33100000000000002,0.14099999999999999,Asia
150,Malawi,3.4100000000000001,0.191,0.56000000000000005,0.495,0.443,0.218,0.088999999999999996,Africa
151,Yemen,3.3799999999999999,0.28699999999999998,1.163,0.46300000000000002,0.14299999999999999,0.108,0.076999999999999999,Asia
152,Rwanda,3.3340000000000001,0.35899999999999999,0.71099999999999997,0.61399999999999999,0.55500000000000005,0.217,0.41099999999999998,Africa
153,Tanzania,3.2309999999999999,0.47599999999999998,0.88500000000000001,0.499,0.41699999999999998,0.27600000000000002,0.14699999999999999,Africa
154,Afghanistan,3.2029999999999998,0.34999999999999998,0.51700000000000002,0.36099999999999999,0,0.158,0.025000000000000001,Asia
155,Central African Republic,3.0830000000000002,0.025999999999999999,0,0.105,0.22500000000000001,0.23499999999999999,0.035000000000000003,Africa
156,South Sudan,2.8530000000000002,0.30599999999999999,0.57499999999999996,0.29499999999999998,0.01,0.20200000000000001,0.090999999999999998,Africa
